,index,subject_uuid,trial_id,session_start_time,lab_name,task_protocol,trial_response_time,trial_response_choice,trial_stim_on_time,trial_stim_contrast_left,trial_stim_contrast_right,trial_feedback_type,probabilityLeft,subject_nickname,institution_short,signed_contrast,trial,choice,correct,choice_right,choice2,correct_easy,rt,previous_choice,previous_outcome,previous_contrast,previous_choice_name,previous_outcome_name,repeat,institution_code,rchoice,uchoice,6,12,25,100,block,intercept,simulation_prob,task,threshold
189907,523738,18a54f60-534b-4ed5-8bda-b434079b8ab8,387,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1934.64,CCW,1934.3527,0.0,0.25,1.0,50,KS014,UCL,25.0,387,1,1.0,1.0,1.0,,0.28730000000018663,1.0,-1.0,0.0,right,post_error,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9559201247285374,traini,14.929503884826081
189908,523739,18a54f60-534b-4ed5-8bda-b434079b8ab8,388,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1938.69,CCW,1938.3662,0.0,0.125,1.0,50,KS014,UCL,12.5,388,1,1.0,1.0,1.0,,0.3238000000001193,1.0,1.0,25.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9146690843806631,traini,14.929503884826081
189909,523740,18a54f60-534b-4ed5-8bda-b434079b8ab8,389,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1942.49,CCW,1942.2023000000002,0.0,1.0,1.0,50,KS014,UCL,100.0,389,1,1.0,1.0,1.0,1.0,0.28769999999985885,1.0,1.0,12.5,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.973771728758393,traini,14.929503884826081
189910,523741,18a54f60-534b-4ed5-8bda-b434079b8ab8,390,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1946.11,CCW,1945.8494,0.0,0.25,1.0,50,KS014,UCL,25.0,390,1,1.0,1.0,1.0,,0.2605999999998403,1.0,1.0,100.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9433094024800716,traini,14.929503884826081
189911,523742,18a54f60-534b-4ed5-8bda-b434079b8ab8,391,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1952.6,CCW,1952.2856,0.0625,0.0,-1.0,50,KS014,UCL,-6.25,391,1,0.0,1.0,1.0,,0.3143999999999778,1.0,1.0,25.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.4177463209203398,traini,14.929503884826081
189912,523743,18a54f60-534b-4ed5-8bda-b434079b8ab8,392,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1957.31,CW,1956.3824,0.0625,0.0,1.0,50,KS014,UCL,-6.25,392,-1,1.0,0.0,0.0,,0.927599999999984,1.0,-1.0,6.25,right,post_error,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.4832196020839407,traini,14.929503884826081
189913,523744,18a54f60-534b-4ed5-8bda-b434079b8ab8,393,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1961.98,CW,1961.7521,1.0,0.0,1.0,50,KS014,UCL,-100.0,393,-1,1.0,0.0,0.0,1.0,0.22790000000009059,-1.0,1.0,6.25,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.026149217924616483,traini,14.929503884826081
189914,523745,18a54f60-534b-4ed5-8bda-b434079b8ab8,394,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1965.22,CCW,1964.9325,0.0,0.125,1.0,50,KS014,UCL,12.5,394,1,1.0,1.0,1.0,,0.2875000000001364,-1.0,1.0,100.0,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.7383300543658898,traini,14.929503884826081
189915,523746,18a54f60-534b-4ed5-8bda-b434079b8ab8,395,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1972.38,CW,1972.1351000000002,0.0,0.0,1.0,50,KS014,UCL,0.0,395,-1,,0.0,0.0,,0.24489999999991596,1.0,1.0,12.5,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.6605641737404705,traini,14.929503884826081
189916,523747,18a54f60-534b-4ed5-8bda-b434079b8ab8,396,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1977.09,CCW,1976.599,0.0625,0.0,-1.0,50,KS014,UCL,-6.25,396,1,0.0,1.0,1.0,,0.49099999999998545,-1.0,1.0,0.0,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.15885791661906887,traini,14.929503884826081
189917,523748,18a54f60-534b-4ed5-8bda-b434079b8ab8,397,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1982.21,CCW,1981.8518,0.0,0.125,1.0,50,KS014,UCL,12.5,397,1,1.0,1.0,1.0,,0.3582000000001244,1.0,-1.0,6.25,right,post_error,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9331996333877426,traini,14.929503884826081
189918,523749,18a54f60-534b-4ed5-8bda-b434079b8ab8,398,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1985.35,CW,1985.0655000000002,0.25,0.0,1.0,50,KS014,UCL,-25.0,398,-1,1.0,0.0,0.0,,0.2844999999997526,1.0,1.0,12.5,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.18540216342048807,traini,14.929503884826081
189919,523750,18a54f60-534b-4ed5-8bda-b434079b8ab8,399,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1990.89,CW,1990.6516,1.0,0.0,1.0,50,KS014,UCL,-100.0,399,-1,1.0,0.0,0.0,1.0,0.23840000000018335,-1.0,1.0,25.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.026149217924616483,traini,14.929503884826081
189920,523751,18a54f60-534b-4ed5-8bda-b434079b8ab8,400,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,1994.21,CCW,1993.9319,0.0,0.0,-1.0,50,KS014,UCL,0.0,400,1,,1.0,1.0,,0.2780999999999949,-1.0,1.0,100.0,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.3387411424221579,traini,14.929503884826081
189921,523752,18a54f60-534b-4ed5-8bda-b434079b8ab8,401,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2002.65,CCW,2002.2848,0.0,0.125,1.0,50,KS014,UCL,12.5,401,1,1.0,1.0,1.0,,0.36520000000018626,1.0,-1.0,0.0,right,post_error,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9331996333877426,traini,14.929503884826081
189922,523753,18a54f60-534b-4ed5-8bda-b434079b8ab8,402,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2006.74,CCW,2006.4650000000001,0.0,0.0,1.0,50,KS014,UCL,0.0,402,1,,1.0,1.0,,0.2749999999998636,1.0,1.0,12.5,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.6605641737404705,traini,14.929503884826081
189923,523754,18a54f60-534b-4ed5-8bda-b434079b8ab8,403,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2009.73,CCW,2009.4346,0.0625,0.0,-1.0,50,KS014,UCL,-6.25,403,1,0.0,1.0,1.0,,0.29539999999997235,1.0,1.0,0.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.4177463209203398,traini,14.929503884826081
189924,523755,18a54f60-534b-4ed5-8bda-b434079b8ab8,404,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2013.69,CW,2013.3149,0.0625,0.0,1.0,50,KS014,UCL,-6.25,404,-1,1.0,0.0,0.0,,0.3750999999999749,1.0,-1.0,6.25,right,post_error,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.4832196020839407,traini,14.929503884826081
189925,523756,18a54f60-534b-4ed5-8bda-b434079b8ab8,405,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2017.57,CCW,2017.334401,0.0,1.0,1.0,50,KS014,UCL,100.0,405,1,1.0,1.0,1.0,1.0,0.23559899999986555,-1.0,1.0,6.25,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9071750946694592,traini,14.929503884826081
189926,523757,18a54f60-534b-4ed5-8bda-b434079b8ab8,406,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2020.82,CW,2020.5315,0.25,0.0,1.0,50,KS014,UCL,-25.0,406,-1,1.0,0.0,0.0,,0.2884999999998854,1.0,1.0,100.0,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.18540216342048807,traini,14.929503884826081
189927,523758,18a54f60-534b-4ed5-8bda-b434079b8ab8,407,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2027.72,CW,2027.4508,0.125,0.0,1.0,50,KS014,UCL,-12.5,407,-1,1.0,0.0,0.0,,0.26919999999995525,-1.0,1.0,25.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.08508928991624062,traini,14.929503884826081
189928,523759,18a54f60-534b-4ed5-8bda-b434079b8ab8,408,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2033.1,CW,2032.7646000000002,0.25,0.0,1.0,50,KS014,UCL,-25.0,408,-1,1.0,0.0,0.0,,0.3353999999997086,-1.0,1.0,12.5,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.056525058866658415,traini,14.929503884826081
189929,523760,18a54f60-534b-4ed5-8bda-b434079b8ab8,409,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2041.31,CW,2041.0339999999999,0.0625,0.0,1.0,50,KS014,UCL,-6.25,409,-1,1.0,0.0,0.0,,0.2760000000000673,-1.0,1.0,25.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.15885791661906887,traini,14.929503884826081
189930,523761,18a54f60-534b-4ed5-8bda-b434079b8ab8,410,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2046.43,CW,2045.7975,0.0,0.0,1.0,50,KS014,UCL,0.0,410,-1,,0.0,0.0,,0.6325000000001637,-1.0,1.0,6.25,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.3387411424221579,traini,14.929503884826081
189931,523762,18a54f60-534b-4ed5-8bda-b434079b8ab8,411,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2049.27,CW,2049.0672999999997,0.25,0.0,1.0,50,KS014,UCL,-25.0,411,-1,1.0,0.0,0.0,,0.20270000000027721,-1.0,1.0,0.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.056525058866658415,traini,14.929503884826081
189932,523763,18a54f60-534b-4ed5-8bda-b434079b8ab8,412,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2052.57,CCW,2052.0308999999997,0.0,0.25,1.0,50,KS014,UCL,25.0,412,1,1.0,1.0,1.0,,0.5391000000004169,-1.0,1.0,25.0,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.8141292256926564,traini,14.929503884826081
189933,523764,18a54f60-534b-4ed5-8bda-b434079b8ab8,413,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2056.66,CCW,2056.3669999999997,0.0,0.0,1.0,50,KS014,UCL,0.0,413,1,,1.0,1.0,,0.29300000000012005,1.0,1.0,25.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.6605641737404705,traini,14.929503884826081
189934,523765,18a54f60-534b-4ed5-8bda-b434079b8ab8,414,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2063.09,CCW,2062.9139999999998,0.0,1.0,1.0,50,KS014,UCL,100.0,414,1,1.0,1.0,1.0,1.0,0.17600000000038563,1.0,1.0,0.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.973771728758393,traini,14.929503884826081
189935,523766,18a54f60-534b-4ed5-8bda-b434079b8ab8,415,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2066.54,CW,2066.166801,0.25,0.0,1.0,50,KS014,UCL,-25.0,415,-1,1.0,0.0,0.0,,0.3731990000001133,1.0,1.0,100.0,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.18540216342048807,traini,14.929503884826081
189936,523767,18a54f60-534b-4ed5-8bda-b434079b8ab8,416,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2073.73,CCW,2073.4304009999996,0.0,0.25,1.0,50,KS014,UCL,25.0,416,1,1.0,1.0,1.0,,0.2995990000003985,-1.0,1.0,25.0,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.8141292256926564,traini,14.929503884826081
189937,523768,18a54f60-534b-4ed5-8bda-b434079b8ab8,417,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2076.85,CCW,2076.5499999999997,0.0,0.0,-1.0,50,KS014,UCL,0.0,417,1,,1.0,1.0,,0.3000000000001819,1.0,1.0,25.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.6605641737404705,traini,14.929503884826081
189938,523769,18a54f60-534b-4ed5-8bda-b434079b8ab8,418,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2081.18,CW,2080.9303,0.25,0.0,1.0,50,KS014,UCL,-25.0,418,-1,1.0,0.0,0.0,,0.24969999999984793,1.0,-1.0,0.0,right,post_error,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.22876776837074236,traini,14.929503884826081
189939,523770,18a54f60-534b-4ed5-8bda-b434079b8ab8,419,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2085.32,CW,2084.9495999999995,0.125,0.0,1.0,50,KS014,UCL,-12.5,419,-1,1.0,0.0,0.0,,0.37040000000069995,-1.0,1.0,25.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.08508928991624062,traini,14.929503884826081
189940,523771,18a54f60-534b-4ed5-8bda-b434079b8ab8,420,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2089.25,CW,2088.7635999999998,0.0625,0.0,1.0,50,KS014,UCL,-6.25,420,-1,1.0,0.0,0.0,,0.48640000000023065,-1.0,1.0,12.5,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.15885791661906887,traini,14.929503884826081
189941,523772,18a54f60-534b-4ed5-8bda-b434079b8ab8,421,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2092.72,CW,2092.1495999999997,0.0625,0.0,1.0,50,KS014,UCL,-6.25,421,-1,1.0,0.0,0.0,,0.5704000000000633,-1.0,1.0,6.25,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.15885791661906887,traini,14.929503884826081
189942,523773,18a54f60-534b-4ed5-8bda-b434079b8ab8,422,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2095.55,CW,2095.4466999999995,0.0,0.0625,-1.0,50,KS014,UCL,6.25,422,-1,0.0,0.0,0.0,,0.1033000000006723,-1.0,1.0,6.25,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.5814995143439406,traini,14.929503884826081
189943,523774,18a54f60-534b-4ed5-8bda-b434079b8ab8,423,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2100.79,CW,2100.5996,0.0,0.0625,-1.0,50,KS014,UCL,6.25,423,-1,0.0,0.0,0.0,,0.19039999999995416,-1.0,-1.0,6.25,left,post_error,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.5160062859750487,traini,14.929503884826081
189944,523775,18a54f60-534b-4ed5-8bda-b434079b8ab8,424,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2104.64,CW,2104.3799,1.0,0.0,1.0,50,KS014,UCL,-100.0,424,-1,1.0,0.0,0.0,1.0,0.2600999999999658,-1.0,-1.0,6.25,left,post_error,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.0201869809791455,traini,14.929503884826081
189945,523776,18a54f60-534b-4ed5-8bda-b434079b8ab8,425,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2107.52,CCW,2107.2661,0.0,0.0,-1.0,50,KS014,UCL,0.0,425,1,,1.0,1.0,,0.2539000000001579,-1.0,1.0,100.0,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.3387411424221579,traini,14.929503884826081
189946,523777,18a54f60-534b-4ed5-8bda-b434079b8ab8,426,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2111.56,CCW,2111.2128,0.0,0.25,1.0,50,KS014,UCL,25.0,426,1,1.0,1.0,1.0,,0.34720000000015716,1.0,-1.0,0.0,right,post_error,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9559201247285374,traini,14.929503884826081
189947,523778,18a54f60-534b-4ed5-8bda-b434079b8ab8,427,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2117.29,CCW,2116.9657999999995,0.0,0.0625,1.0,50,KS014,UCL,6.25,427,1,1.0,1.0,1.0,,0.32420000000047366,1.0,1.0,25.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.8407274461273994,traini,14.929503884826081
189948,523779,18a54f60-534b-4ed5-8bda-b434079b8ab8,428,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2123.73,CW,2123.3794009999997,0.125,0.0,1.0,50,KS014,UCL,-12.5,428,-1,1.0,0.0,0.0,,0.3505990000003294,1.0,1.0,6.25,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.261071514380921,traini,14.929503884826081
189949,523780,18a54f60-534b-4ed5-8bda-b434079b8ab8,429,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2126.78,CCW,2126.5323999999996,0.0,1.0,1.0,50,KS014,UCL,100.0,429,1,1.0,1.0,1.0,1.0,0.24760000000060245,-1.0,1.0,12.5,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9071750946694592,traini,14.929503884826081
189950,523781,18a54f60-534b-4ed5-8bda-b434079b8ab8,430,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2130.61,CCW,2130.3627,0.0,0.0625,1.0,50,KS014,UCL,6.25,430,1,1.0,1.0,1.0,,0.24729999999999563,1.0,1.0,100.0,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.8407274461273994,traini,14.929503884826081
189951,523782,18a54f60-534b-4ed5-8bda-b434079b8ab8,431,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2135.5,CCW,2135.2821,0.0,1.0,1.0,50,KS014,UCL,100.0,431,1,1.0,1.0,1.0,1.0,0.21790000000009968,1.0,1.0,6.25,right,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.973771728758393,traini,14.929503884826081
189952,523783,18a54f60-534b-4ed5-8bda-b434079b8ab8,432,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2141.05,CW,2140.6457989999994,0.125,0.0,1.0,50,KS014,UCL,-12.5,432,-1,1.0,0.0,0.0,,0.40420100000073944,1.0,1.0,100.0,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.261071514380921,traini,14.929503884826081
189953,523784,18a54f60-534b-4ed5-8bda-b434079b8ab8,433,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2143.97,CCW,2143.6820989999997,0.0,0.125,1.0,50,KS014,UCL,12.5,433,1,1.0,1.0,1.0,,0.2879010000001472,-1.0,1.0,12.5,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.7383300543658898,traini,14.929503884826081
189954,523785,18a54f60-534b-4ed5-8bda-b434079b8ab8,434,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2150.33,CW,2150.0956989999995,0.25,0.0,1.0,50,KS014,UCL,-25.0,434,-1,1.0,0.0,0.0,,0.2343010000004142,1.0,1.0,12.5,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.18540216342048807,traini,14.929503884826081
189955,523786,18a54f60-534b-4ed5-8bda-b434079b8ab8,435,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2153.32,CW,2153.0152989999997,0.125,0.0,1.0,50,KS014,UCL,-12.5,435,-1,1.0,0.0,0.0,,0.3047010000004775,-1.0,1.0,25.0,left,post_correct,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.08508928991624062,traini,14.929503884826081
189956,523787,18a54f60-534b-4ed5-8bda-b434079b8ab8,436,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2157.08,CCW,2156.7787989999997,0.0,1.0,1.0,50,KS014,UCL,100.0,436,1,1.0,1.0,1.0,1.0,0.3012010000002192,-1.0,1.0,12.5,left,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.9071750946694592,traini,14.929503884826081
189957,523788,18a54f60-534b-4ed5-8bda-b434079b8ab8,437,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2164.37,CW,2161.131599,0.0,0.0,-1.0,50,KS014,UCL,0.0,437,-1,,0.0,0.0,,3.238401000000067,1.0,1.0,100.0,right,post_correct,False,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.6605641737404705,traini,14.929503884826081
189958,523789,18a54f60-534b-4ed5-8bda-b434079b8ab8,438,2019-08-22 14:06:34,cortexlab,_iblrig_tasks_trainingChoiceWorld5.2.9,2168.34,CW,2167.9953989999995,0.125,0.0,1.0,50,KS014,UCL,-12.5,438,-1,1.0,0.0,0.0,,0.3446010000006936,-1.0,-1.0,0.0,left,post_error,True,Lab 1,0.6673592639915136,0.9322443219254468,0.9978412406477407,1.7062161469050796,2.14597659112354,2.9485296537033445,,-0.0015498902732843944,0.06660739153794186,traini,14.929503884826081
